ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing,Prison_Offense_Missing
13499,F,WHITE,33-37,7,False,8.0,High,High School Diploma,1,Property,Greater than 2 to 3 years,10 or more,5,0,5 or more,1,5 or more,False,False,2,0,False,3 or more,0,False,False,False,False,False,True,False,False,False,False,False,False,1,6,0,3 or more,177.2,0.0,0.0,0.0,0.0,0.961625282,0.824492099,True,True,False,False,True,1,1,0,0,0,0,0,0
13500,M,BLACK,23-27,11,True,1.0,Standard,Less than HS diploma,0,Other,Less than 1 year,5,4,0,3,3,5 or more,False,True,1,3,True,2,2 or more,False,False,True,False,False,True,True,False,False,False,False,False,3,0,0,1,241.5,0.166666672,0.0,0.0,0.0,1.0,0.252070393,False,False,False,False,False,1,0,0,0,0,0,0,0
13501,M,BLACK,48 or older,24,False,2.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,2,0,5 or more,4,5 or more,False,False,3 or more,2,False,2,0,True,False,False,False,True,True,False,False,False,False,False,False,1,0,0,3 or more,92.25,0.0,0.0,0.0,0.0,0.588075881,0.989837398,False,True,True,False,False,0,0,0,0,0,0,0,0
13502,M,WHITE,48 or older,1,False,4.0,Standard,High School Diploma,1,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,False,False,3 or more,3,False,1,1,True,False,False,False,True,True,False,True,False,True,False,False,0,0,0,1,149.25,0.0,0.0,0.0,0.0,0.773031826,0.305904523,False,False,False,False,False,1,0,0,0,0,0,0,0
13503,F,WHITE,38-42,17,False,4.0,,High School Diploma,1,Drug,1-2 years,7,4,1,4,1,4,False,True,3 or more,2,False,2,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,5,0,0,25.83333333,0.0,0.0,0.0,0.0,1.0,2.0,False,True,False,True,False,0,1,0,0,0,0,0,0
13504,M,BLACK,33-37,21,True,6.0,Standard,High School Diploma,3 or more,Other,Greater than 2 to 3 years,10 or more,4,2,2,5 or more,5 or more,False,False,3 or more,4 or more,True,3 or more,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,0,6,1,0,32.26666667,0.06666667,0.0,0.0,0.0,0.683884298,0.75464876,False,True,False,True,False,1,0,0,0,0,0,0,0
13505,M,BLACK,23-27,20,True,8.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,3,3,2,2,0,1,False,False,0,0,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,2,0,0,0,33.0,0.0,0.0,0.0,0.0,0.429292929,1.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13506,F,WHITE,48 or older,14,False,4.0,,At least some college,0,Other,Less than 1 year,9,2,1,5 or more,2,4,False,True,1,2,False,1,1,True,False,False,False,True,True,True,False,False,False,False,False,0,1,0,1,206.256327801,0.192931044,4.983e-06,6.02e-07,0.038312062,0.866120219,1.995901639,True,False,False,False,False,1,1,1,1,1,1,1,0
13507,M,WHITE,43-47,6,False,5.0,High,At least some college,3 or more,Property,1-2 years,10 or more,6 or more,0,5 or more,4,5 or more,False,False,1,3,False,2,0,False,False,False,True,False,True,False,False,False,False,False,False,0,0,0,0,38.2,0.0,0.0,0.0,0.0,0.282722513,0.478075916,False,True,False,True,False,0,0,0,0,0,0,0,0
13508,M,WHITE,23-27,19,True,9.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,3,2,0,2,1,3,False,False,1,1,False,2,1,False,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,3 or more,2,39.75,0.035714287,0.0,0.0,0.0,0.58131177,1.969002695,False,False,False,False,False,0,0,0,0,0,0,0,0
13509,M,WHITE,43-47,9,False,8.0,High,At least some college,0,Property,Less than 1 year,10 or more,2,0,5 or more,4,4,False,False,3 or more,1,False,3 or more,1,True,False,False,True,False,True,False,False,False,False,False,False,0,3,0,2,4.0,0.100000001,0.0,0.050000001,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
13510,M,BLACK,48 or older,2,False,5.0,Standard,Less than HS diploma,0,Drug,1-2 years,10 or more,6 or more,2,4,2,5 or more,False,False,3 or more,4 or more,True,3 or more,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,2,17.54046751,,0.002355266,0.021353733,0.001090745,0.945205479,1.0,True,True,True,False,False,1,0,1,1,1,1,1,0
13511,M,WHITE,43-47,17,False,4.0,Standard,High School Diploma,3 or more,Drug,1-2 years,10 or more,6 or more,0,3,5 or more,1,False,False,3 or more,4 or more,False,0,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,6,3 or more,0,54.65,0.0,0.0,0.0,0.0,1.0,0.668344007,False,True,False,False,True,1,0,0,0,0,0,0,0
13512,M,WHITE,43-47,17,False,6.0,High,Less than HS diploma,3 or more,Drug,1-2 years,10 or more,6 or more,3 or more,4,3,5 or more,False,False,3 or more,4 or more,True,2,2 or more,False,False,False,False,True,True,False,False,False,False,False,False,0,0,0,0,36.7027027,0.0,0.0,0.0,0.0,0.913107511,0.268961708,False,False,False,False,False,1,0,0,0,0,0,0,0
13513,M,WHITE,48 or older,8,False,2.0,,At least some college,3 or more,Property,Less than 1 year,10 or more,6 or more,1,5 or more,0,5 or more,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,84.4,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,0,0,0,0,0,0,0,0
13514,M,WHITE,48 or older,24,False,3.0,Standard,High School Diploma,0,Drug,1-2 years,9,2,2,2,4,1,False,True,2,0,False,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,2,360.0,0.0,0.0,0.0,0.0,0.983333333,0.338194444,False,False,False,False,False,1,0,0,0,0,0,0,0
13515,M,BLACK,38-42,7,False,9.0,Specialized,High School Diploma,2,Property,1-2 years,10 or more,6 or more,2,5 or more,4,5 or more,False,True,3 or more,4 or more,False,3 or more,2 or more,True,False,True,False,False,True,True,False,False,False,False,False,3,3,3 or more,0,282.0,0.200000003,0.400000006,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13516,M,WHITE,43-47,17,False,7.0,High,Less than HS diploma,0,Other,1-2 years,10 or more,6 or more,1,3,4,4,False,False,2,4 or more,False,1,2 or more,True,False,False,False,False,True,False,True,False,False,False,False,0,6,0,0,21.0,0.0,0.0,0.0,0.0,0.361904762,1.0,False,True,False,False,True,0,0,0,0,0,0,0,0
13517,M,BLACK,28-32,4,False,8.0,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,4,0,5 or more,4,5 or more,False,False,2,3,False,3 or more,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,133.206637576,,0.008803502,0.001499602,0.004092744,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1,1
13518,M,WHITE,43-47,5,False,8.0,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,4,False,True,3 or more,4 or more,True,3 or more,2 or more,False,False,False,False,False,True,False,True,False,False,False,True,3,10 or more,3 or more,3 or more,32.45833333,0.0,0.0,0.0625,0.0,0.793966624,0.70330552,False,False,False,False,False,1,0,0,0,0,0,0,0
13519,M,BLACK,48 or older,3,False,7.0,High,Less than HS diploma,1,Drug,1-2 years,10 or more,2,1,5 or more,3,4,False,False,3 or more,3,False,3 or more,1,True,False,False,False,False,True,True,False,False,True,True,False,4 or more,2,2,3 or more,221.0,0.0,0.0,0.0,0.0,0.902714932,0.826357466,False,True,False,True,False,1,0,0,0,0,0,0,0
13520,M,BLACK,48 or older,7,False,2.0,Standard,High School Diploma,0,Drug,Less than 1 year,10 or more,4,1,5 or more,1,0,False,False,3 or more,0,False,3 or more,1,False,False,False,False,False,True,False,False,False,True,True,True,4 or more,0,0,0,28.125,0.0,0.125,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
13522,M,WHITE,28-32,19,True,7.0,High,High School Diploma,3 or more,Drug,Less than 1 year,8,6 or more,3 or more,1,1,5 or more,False,False,1,4 or more,False,0,1,False,False,False,True,False,True,True,False,False,False,False,False,4 or more,0,0,0,9.888888889,0.0,0.0,0.111111112,0.0,0.483146067,1.0,False,True,True,False,False,1,0,0,0,0,0,0,0
13523,M,BLACK,48 or older,5,False,3.0,Standard,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,10 or more,6 or more,2,5 or more,5 or more,5 or more,False,False,3 or more,4 or more,False,2,2 or more,False,False,False,False,True,True,True,False,False,True,False,True,4 or more,10 or more,0,3 or more,41.83333333,0.277777791,0.055555556,0.0,0.111111112,0.93625498,0.24252988,True,False,False,False,False,1,0,0,0,0,0,0,0
13524,M,WHITE,48 or older,7,False,1.0,,High School Diploma,2,Drug,1-2 years,10 or more,2,1,5 or more,2,0,False,False,3 or more,1,True,3 or more,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,1,162.8333333,0.0,0.0,0.0,0.0,0.997952917,0.373848516,True,False,False,False,False,0,0,0,0,0,0,0,0
13525,M,BLACK,23-27,23,True,6.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,True,0,0,True,0,0,False,False,True,False,False,False,True,True,True,False,False,False,0,0,0,0,177.352986279,0.27752556,0.003775186,,,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,0
13526,M,BLACK,28-32,22,False,4.0,Standard,Less than HS diploma,1,Other,Less than 1 year,9,6 or more,1,0,4,5 or more,False,True,3 or more,4 or more,False,0,2 or more,True,False,True,False,False,True,False,False,False,False,False,False,0,2,3 or more,0,60.8,0.100000001,0.0,0.0,0.0,0.134868421,0.600740132,False,True,True,False,False,0,0,0,0,0,0,0,0
13527,M,WHITE,48 or older,25,False,3.0,Standard,Less than HS diploma,0,Drug,Greater than 2 to 3 years,10 or more,4,1,2,5 or more,5 or more,False,True,3 or more,2,True,0,2 or more,True,False,False,False,False,False,True,False,False,False,False,False,0,1,0,2,73.63636364,0.0,0.0,0.0,0.0,0.507407407,0.901851852,True,False,False,False,False,1,0,0,0,0,0,0,0
13528,M,WHITE,23-27,25,False,8.0,High,At least some college,0,Drug,1-2 years,7,0,1,0,3,3,False,False,2,1,False,0,2 or more,False,False,False,False,True,True,True,False,False,False,False,False,0,7,3 or more,0,122.3333333,0.0,0.0,0.0,0.0,0.651226158,0.995231608,False,True,True,False,False,1,0,0,0,0,0,0,0
13529,M,WHITE,48 or older,22,False,5.0,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,3 or more,,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0,0
13530,M,BLACK,43-47,4,False,5.0,Standard,High School Diploma,1,Property,1-2 years,10 or more,4,0,5 or more,4,3,False,False,3 or more,2,False,3 or more,0,False,False,False,True,False,True,True,False,False,False,False,False,0,1,0,0,64.25,0.25,0.25,0.0,0.0,0.116731518,2.0,False,True,True,False,False,0,0,0,0,0,0,0,0
13531,M,WHITE,48 or older,8,False,2.0,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,6,6 or more,1,5 or more,0,1,False,False,3 or more,3,False,3 or more,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
13532,M,BLACK,38-42,21,False,5.0,Standard,At least some college,0,Property,More than 3 years,6,2,3 or more,1,0,0,False,True,2,1,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,35.15,0.0,0.0,0.0,0.0,1.0,2.597795164,False,True,False,True,False,1,0,0,0,0,0,0,0
13533,M,WHITE,43-47,24,False,1.0,,Less than HS diploma,0,Other,1-2 years,10 or more,6 or more,2,2,0,5 or more,True,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,True,2,10 or more,0,0,42.37931034,0.0,0.0,0.0,0.068965517,1.0,0.29719284,False,False,False,False,False,1,0,0,0,0,0,0,0
13534,M,BLACK,48 or older,15,False,3.0,,At least some college,0,Drug,Greater than 2 to 3 years,10 or more,6 or more,0,1,5 or more,5 or more,False,False,3 or more,4 or more,False,1,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,2,0,0,2,177.0,0.0,0.0,0.0,0.0,0.958568738,0.687853107,True,True,False,True,False,1,0,0,0,0,0,0,0
13535,M,WHITE,43-47,12,False,2.0,Standard,At least some college,2,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,2,2,5 or more,True,False,2,4 or more,True,0,0,True,False,False,False,False,True,False,False,False,True,True,True,4 or more,0,0,3 or more,181.6666667,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
13536,M,BLACK,48 or older,6,False,4.0,Standard,Less than HS diploma,0,Property,More than 3 years,10 or more,4,3 or more,5 or more,0,4,False,False,3 or more,2,True,3 or more,0,True,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,332.5,0.0,0.0,0.0,0.0,0.221052632,0.54924812,False,True,False,True,False,0,0,0,0,0,0,0,0
13537,M,BLACK,48 or older,18,False,3.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,4,3 or more,5 or more,0,4,False,False,2,1,False,1,0,True,False,False,False,False,False,True,False,False,True,False,False,0,9,3 or more,0,,0.190275124,0.000134466,0.00098958,4.9777e-05,0.225017973,0.262580877,False,True,False,True,False,1,0,1,1,1,1,1,0
13538,M,BLACK,48 or older,20,False,1.0,Standard,At least some college,3 or more,Drug,More than 3 years,5,1,2,1,3,0,False,False,3 or more,0,False,0,2 or more,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,115.186569252,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,1,0,1,0,0,0,0,1
13539,M,WHITE,43-47,17,False,10.0,Specialized,High School Diploma,2,Property,Greater than 2 to 3 years,7,1,1,4,1,2,False,False,2,1,False,2,0,False,False,False,False,False,True,True,True,False,False,False,False,0,6,0,1,22.8,0.0,0.0,0.0,0.0,0.855263158,2.0,False,False,False,False,False,1,0,0,0,0,0,0,0
13541,M,BLACK,48 or older,8,False,5.0,Standard,Less than HS diploma,2,Property,1-2 years,10 or more,6 or more,2,5 or more,2,5 or more,False,False,3 or more,2,False,3 or more,2 or more,True,False,False,False,False,True,False,True,False,False,False,False,0,0,0,2,,0.125797133,0.001007123,0.000455562,0.000185559,0.821917808,1.0,False,True,True,False,False,1,0,1,1,1,1,1,0
13542,M,BLACK,38-42,7,False,7.0,High,High School Diploma,2,Drug,1-2 years,9,0,0,5 or more,3,0,False,False,3 or more,0,False,3 or more,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,121.3333333,0.0,0.0,0.0,0.0,1.0,0.668956044,False,False,False,False,False,1,0,0,0,0,0,0,0
13543,M,BLACK,48 or older,19,False,1.0,,At least some college,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,0,5 or more,False,False,2,4 or more,False,2,0,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,467.5,0.0,0.0,0.0,0.0,0.998930481,0.390641711,False,False,False,False,False,0,0,0,0,0,0,0,0
13544,M,BLACK,48 or older,11,False,9.0,Specialized,High School Diploma,0,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,True,False,3 or more,3,False,3 or more,2 or more,False,False,False,False,False,False,True,False,False,True,False,False,1,6,0,0,105.25,0.25,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
13545,M,BLACK,48 or older,2,False,2.0,Standard,High School Diploma,0,Violent/Non-Sex,Less than 1 year,7,6 or more,3 or more,2,1,5 or more,True,False,0,4 or more,True,1,0,True,True,False,False,False,True,True,True,False,False,False,False,2,0,2,0,57.66666667,0.0,0.166666672,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
13546,M,BLACK,48 or older,20,False,1.0,Standard,At least some college,3 or more,Drug,More than 3 years,3,0,3 or more,0,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,98.636820459,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0,1
13547,M,BLACK,43-47,4,False,4.0,,High School Diploma,3 or more,Other,Greater than 2 to 3 years,8,3,1,1,5 or more,5 or more,False,True,2,2,False,1,1,True,False,False,False,False,False,False,False,False,False,False,False,2,6,0,0,65.53333333,0.06666667,0.13333334,0.0,0.0,1.0,1.114699898,False,False,False,False,False,1,0,0,0,0,0,0,0
13549,M,BLACK,48 or older,6,False,3.0,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,6 or more,1,5 or more,5 or more,2,False,False,3 or more,2,False,3 or more,2 or more,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,38.0,0.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,1
13550,M,WHITE,33-37,15,False,7.0,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,0,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,3 or more,7.35483871,0.0,0.0,0.0,0.0,0.984649123,1.601973684,False,True,False,True,False,0,0,0,0,0,0,0,0
13551,M,BLACK,48 or older,21,False,3.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,1,0,4,False,False,3 or more,2,True,1,0,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,3 or more,132.25,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0,0,0,0,0,0
13552,M,BLACK,43-47,16,True,6.0,Standard,At least some college,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,True,True,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,19.172180528,0.057636646,0.007513105,0.000172855,0.00517092,1.0,1.0,False,True,True,False,False,0,0,1,1,1,1,1,0
13553,M,BLACK,48 or older,10,False,2.0,,Less than HS diploma,0,Other,Less than 1 year,5,6 or more,0,0,2,5 or more,False,False,3 or more,4 or more,False,0,2 or more,False,False,False,False,False,True,False,False,False,True,False,False,4 or more,0,0,1,56.66666667,0.166666672,0.0,0.0,0.0,0.729411765,1.0,True,True,True,False,False,1,0,0,0,0,0,0,0
13554,M,WHITE,33-37,2,False,4.0,Standard,High School Diploma,2,Other,1-2 years,7,5,1,1,2,3,False,True,3 or more,1,True,0,2 or more,False,False,True,False,False,True,False,False,False,False,False,False,0,10 or more,3 or more,0,14.25,0.0,0.0,0.333333343,0.0,0.760233918,1.0,False,True,False,False,True,0,0,0,0,0,0,0,0
13555,M,BLACK,33-37,20,False,7.0,Specialized,Less than HS diploma,1,Violent/Sex,More than 3 years,6,4,3 or more,2,1,3,True,False,3 or more,4 or more,True,1,1,True,True,False,False,False,False,False,True,False,False,False,False,0,8,0,0,37.25,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
13556,M,BLACK,33-37,13,False,7.0,High,High School Diploma,1,Other,Greater than 2 to 3 years,7,6 or more,0,2,5 or more,3,False,False,3 or more,2,False,2,2 or more,True,False,False,False,False,True,False,True,False,False,False,False,0,6,0,0,54.61538462,0.0,0.0,0.0,0.0,0.853521127,0.51443662,False,True,False,True,False,1,0,0,0,0,0,0,1
13557,M,WHITE,33-37,25,False,7.0,Specialized,Less than HS diploma,3 or more,Other,Less than 1 year,10 or more,6 or more,3 or more,5 or more,1,5 or more,True,True,3 or more,4 or more,True,3 or more,0,True,False,True,False,True,False,False,True,True,False,False,False,4 or more,0,0,0,11.16666667,0.0,0.0,0.0,0.0,0.982089552,3.0,False,False,False,False,False,1,0,0,0,0,0,0,0
13558,M,WHITE,33-37,18,False,7.0,High,High School Diploma,3 or more,Property,1-2 years,7,6 or more,1,3,2,3,False,True,3 or more,2,False,2,1,True,False,True,False,False,True,True,False,False,False,False,False,0,0,0,1,116.6666667,0.0,0.0,0.0,0.0,1.0,2.0,False,True,False,True,False,1,0,0,0,0,0,0,0
13559,M,BLACK,38-42,19,False,6.0,High,High School Diploma,1,Property,More than 3 years,5,5,0,4,0,4,False,False,2,1,False,2,0,False,False,False,False,False,True,True,True,True,False,False,True,0,0,0,1,46.68181818,0.181818187,0.0,0.0,0.0,1.0,0.355647517,False,False,False,False,False,1,0,0,0,0,0,0,0
13560,M,BLACK,38-42,6,False,3.0,Standard,At least some college,3 or more,Other,Less than 1 year,6,0,0,5 or more,0,0,False,False,3 or more,0,False,3 or more,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,83.598210318,0.018876363,,,0.257859165,0.0,0.0,False,False,False,False,False,0,0,1,1,1,1,1,0
13561,M,BLACK,33-37,17,False,7.0,Standard,Less than HS diploma,2,Property,Greater than 2 to 3 years,7,2,2,3,2,2,False,False,2,2,True,2,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,2,57.685474556,0.140631353,0.001182577,,0.001005123,0.912727273,1.0,False,True,True,False,False,0,0,1,1,1,1,1,0
13562,M,BLACK,43-47,3,False,5.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,8,4,3 or more,3,2,0,False,False,3 or more,2,True,2,2 or more,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,172.416674368,0.079428617,0.000174318,2.065e-06,0.001192235,1.0,1.0,False,False,False,False,False,1,0,1,1,1,1,1,0
13563,M,BLACK,43-47,15,False,5.0,Standard,High School Diploma,1,Violent/Non-Sex,More than 3 years,9,6 or more,2,5 or more,3,5 or more,False,False,3 or more,4 or more,True,3 or more,2 or more,True,False,False,False,True,False,True,True,True,True,False,True,3,0,0,2,230.2,0.0,0.0,0.0,0.0,0.305821025,0.317332754,False,True,False,True,False,0,0,0,0,0,0,0,0
