Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,Prison_Offense_Missing
M,WHITE,23-27,25,True,10.0,Specialized,High School Diploma,0,Property,Less than 1 year,5,6 or more,1,3,5 or more,1,False,False,0,1,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,4 or more,10 or more,1,0,13.0,0.129032254,0.0,0.0,0.032258064,0.791563275,0.906327543,False,True,True,False,False,0,0,0
M,BLACK,23-27,3,False,7.0,High,High School Diploma,1,Drug,1-2 years,5,0,1,0,4,0,False,False,1,0,False,0,1,False,False,False,False,False,True,True,False,False,False,False,False,1,10 or more,1,0,7.633333333,0.033333335,0.0,0.0,0.0,0.596069869,0.797489083,True,True,False,True,False,0,0,0
M,BLACK,28-32,21,True,7.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,1,1,1,0,1,0,False,False,1,0,True,0,0,False,False,True,False,False,False,True,True,False,False,False,False,0,0,0,0,71.33333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
F,WHITE,33-37,16,True,7.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,1,0,1,1,5 or more,False,False,0,3,False,1,0,True,False,False,False,True,True,True,False,False,False,False,False,0,10 or more,3 or more,0,9.55,0.025,0.0,0.0,0.025,1.0,2.868455497,False,True,False,False,True,0,0,0
M,BLACK,18-22,5,True,10.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,False,False,1,0,True,0,0,False,False,False,False,False,True,True,True,False,False,False,False,4 or more,6,3 or more,1,35.66666667,0.111111112,0.0,0.0,0.0,0.202492212,2.0,False,True,True,False,False,0,0,0
M,WHITE,18-22,20,False,8.0,High,High School Diploma,1,Property,1-2 years,3,1,0,3,1,1,False,False,3 or more,1,False,3 or more,0,False,False,False,False,False,True,True,False,False,True,True,True,2,10 or more,3 or more,0,43.95238095,0.095238097,0.0,0.047619049,0.0,0.783315276,1.978602384,False,True,False,False,True,0,0,0
M,BLACK,18-22,8,False,6.0,High,High School Diploma,1,Drug,Less than 1 year,3,1,0,2,2,0,False,True,0,0,False,0,1,False,False,True,False,False,True,False,False,False,True,False,False,0,8,0,2,36.75,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,0,0,0
F,WHITE,33-37,17,False,4.0,Standard,High School Diploma,2,Property,1-2 years,5,4,0,2,2,3,False,False,1,2,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,WHITE,28-32,16,True,8.0,Standard,High School Diploma,2,Other,1-2 years,10 or more,5,2,1,5 or more,5 or more,True,True,3 or more,4 or more,True,3 or more,2 or more,True,False,True,False,False,True,True,False,False,False,False,False,1,10 or more,1,2,8.8125,0.0625,0.0,0.0,0.0,0.808510638,1.0,False,True,True,False,False,0,0,0
F,WHITE,33-37,17,False,9.0,Specialized,High School Diploma,2,Property,Greater than 2 to 3 years,3,3,0,2,1,2,False,False,1,0,False,2,0,False,False,False,False,True,True,True,True,False,True,False,False,0,10 or more,0,1,237.0,0.0,0.0,0.5,0.0,0.930379747,2.311708861,False,True,True,False,False,0,0,0
M,WHITE,23-27,18,False,10.0,Standard,High School Diploma,2,Property,Less than 1 year,5,6 or more,1,4,0,4,False,False,1,2,True,2,0,False,False,False,False,False,True,False,True,False,False,False,False,4 or more,0,0,0,62.83333333,0.083333336,0.0,0.041666668,0.0,0.843501326,0.968832891,False,False,False,False,False,0,0,0
M,BLACK,23-27,4,False,7.0,Standard,At least some college,2,Other,1-2 years,2,4,0,2,1,1,False,True,0,0,False,0,1,False,False,True,False,False,False,True,False,False,True,False,True,0,0,0,0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,0,0,1
M,BLACK,23-27,19,True,8.0,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,4,2,2,3,0,2,False,False,2,0,True,1,0,False,False,False,False,True,True,True,False,False,False,False,False,0,0,0,0,147.0,0.0,0.0,0.0,0.0,0.679138322,0.414115646,False,False,False,False,False,0,0,0
M,WHITE,23-27,14,False,8.0,High,At least some college,1,Violent/Non-Sex,1-2 years,3,0,1,2,0,2,False,False,1,0,False,1,0,False,False,False,False,False,True,True,False,False,True,False,True,4 or more,3,2,3 or more,27.46666667,0.266666681,0.0,0.200000003,0.0,0.084951456,1.773058252,False,True,False,False,True,0,0,0
M,BLACK,23-27,6,True,10.0,Specialized,High School Diploma,3 or more,Other,More than 3 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,True,False,True,0,10 or more,3 or more,2,50.83333333,0.111111112,0.055555556,0.0,0.0,0.596721311,0.399180328,True,True,False,True,False,0,0,0
M,BLACK,18-22,2,True,9.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,False,True,False,False,0,3,0,2,11.0,0.071428575,0.0,0.0,0.0,0.642857143,1.0,False,True,True,False,False,0,0,0
M,BLACK,23-27,20,False,9.0,Specialized,High School Diploma,3 or more,Other,Less than 1 year,2,0,0,2,0,0,False,True,2,0,False,1,0,False,False,True,False,False,True,True,False,False,False,False,False,0,10 or more,0,2,139.125,0.125,0.0,0.0,0.0,0.870619946,0.656334232,False,False,False,False,False,0,0,0
M,BLACK,28-32,19,False,6.0,Standard,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,4,2,0,1,3,2,False,False,0,2,False,1,0,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,30.2,0.050000001,0.0,0.0,0.0,0.586092715,0.604718543,False,True,False,True,False,0,0,0
M,WHITE,28-32,14,False,6.0,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,2,6 or more,1,2,0,1,False,True,0,1,True,0,0,False,False,False,False,False,True,False,True,False,True,True,True,4 or more,0,0,1,18.74603175,0.0,0.0,0.047619049,0.0,0.931414056,0.618543607,False,False,False,False,False,0,0,0
M,WHITE,18-22,15,False,7.0,High,High School Diploma,0,Property,Less than 1 year,4,2,0,2,3,1,False,False,0,1,False,1,0,False,False,False,False,False,True,False,True,False,False,False,False,0,10 or more,0,3 or more,26.83333333,0.0,0.0,0.0,0.0,1.0,3.781055901,False,False,False,False,False,0,0,0
F,WHITE,38-42,24,False,9.0,Specialized,High School Diploma,0,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,3,5 or more,True,True,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,True,False,False,True,False,False,4 or more,0,0,1,129.3333333,0.0,0.0,0.333333343,0.0,1.0,3.765463918,False,True,False,True,False,0,0,0
M,BLACK,23-27,14,False,5.0,Standard,Less than HS diploma,0,Violent/Non-Sex,1-2 years,3,6 or more,2,0,3,5 or more,True,False,1,4 or more,True,0,2 or more,True,False,False,False,True,True,False,True,False,True,False,True,3,0,0,2,150.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,18-22,25,True,10.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,1,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,91.0,1.0,0.0,0.0,0.0,0.67032967,1.0,False,False,False,False,False,0,0,0
M,BLACK,33-37,2,False,8.0,High,At least some college,3 or more,Property,Greater than 2 to 3 years,6,1,2,3,1,1,False,True,0,1,False,0,0,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,75.0,0.25,0.0,0.0,0.0,1.0,1.2175,False,False,False,False,False,0,0,0
M,WHITE,23-27,16,False,6.0,Specialized,High School Diploma,1,Violent/Sex,More than 3 years,2,2,0,1,0,2,False,False,0,2,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,10 or more,0,0,7.397849462,0.0,0.0,0.0,0.0,0.96875,0.265443314,False,False,False,False,False,0,0,0
M,BLACK,48 or older,1,False,3.0,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,6 or more,1,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,False,True,True,True,False,True,False,False,4 or more,10 or more,1,2,38.93181818,0.045454547,0.113636367,0.0,0.0,0.661996497,0.213222417,False,False,False,False,False,0,0,0
M,BLACK,23-27,9,False,5.0,Standard,High School Diploma,1,Violent/Non-Sex,Less than 1 year,3,0,1,1,0,1,False,False,0,0,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,2,31.66666667,0.083333336,0.0,0.0,0.0,1.0,1.922368421,False,False,False,False,False,0,0,0
M,WHITE,23-27,12,False,5.0,Standard,High School Diploma,0,Property,Less than 1 year,4,1,0,2,2,1,False,False,2,0,False,2,0,False,False,False,False,False,False,False,False,False,True,True,False,3,0,0,0,110.3333333,0.0,0.0,0.0,0.0,1.0,3.0,False,False,False,False,False,0,0,1
M,WHITE,48 or older,23,False,2.0,Standard,At least some college,0,Violent/Non-Sex,More than 3 years,3,0,2,0,0,1,False,False,0,1,True,0,0,False,False,False,False,False,True,False,True,False,True,True,False,4 or more,0,0,2,82.95,0.050000001,0.050000001,0.050000001,0.100000001,0.0,0.0,True,False,False,False,False,0,0,0
M,BLACK,28-32,4,True,9.0,Specialized,High School Diploma,0,Other,1-2 years,8,6 or more,1,1,4,5 or more,True,True,0,4 or more,False,0,2 or more,True,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,97.2,0.0,0.0,0.0,0.0,0.771604938,0.75154321,True,True,False,True,False,0,0,0
M,BLACK,18-22,1,False,8.0,High,High School Diploma,0,Other,Less than 1 year,2,0,0,1,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,WHITE,18-22,17,False,9.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,3,5,0,2,0,2,False,False,0,1,False,2,0,False,False,False,False,False,True,False,True,False,False,False,True,2,6,0,3 or more,198.625,0.0,0.0,0.0,0.0,0.133417244,0.689584644,False,False,False,False,False,0,0,0
M,WHITE,18-22,17,False,9.0,Specialized,Less than HS diploma,1,Property,1-2 years,7,2,3 or more,3,0,3,True,False,2,3,False,3 or more,1,True,False,False,False,True,True,True,False,False,False,False,False,3,0,0,3 or more,47.16666667,0.0,0.0,0.0,0.0,0.858657244,1.0,False,True,True,False,False,0,0,0
M,BLACK,43-47,21,False,7.0,High,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,9,6 or more,0,5 or more,3,5 or more,False,False,0,3,False,2,0,False,False,False,False,True,False,True,False,False,False,False,False,0,7,0,1,34.02439024,0.024390243,0.0,0.0,0.0,0.979928315,0.523655914,False,False,False,False,False,0,0,1
M,BLACK,18-22,12,True,10.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,3,1,1,0,1,1,False,False,0,0,False,0,0,False,False,False,False,False,True,False,True,True,True,True,False,4 or more,0,0,1,11.0,0.045454547,0.0,0.0,0.045454547,1.0,1.0,True,True,True,False,False,0,0,0
M,BLACK,28-32,2,True,5.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,3,1,2,0,1,False,False,0,1,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,9,3 or more,0,33.08333333,0.194444448,0.0,0.0,0.055555556,0.833753149,0.920025189,False,False,False,False,False,0,0,0
M,BLACK,18-22,19,True,7.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,4,0,0,1,1,2,False,True,3 or more,0,False,0,1,True,False,True,False,False,True,True,True,False,False,False,False,4 or more,10 or more,1,1,76.76,0.119999997,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,WHITE,28-32,24,False,6.0,Standard,High School Diploma,3 or more,Other,1-2 years,7,6 or more,0,2,2,5 or more,False,True,2,4 or more,False,1,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,2,3,0,2,15.72,0.079999998,0.0,0.079999998,0.0,0.709923664,0.929389313,False,True,True,False,False,0,0,0
M,BLACK,18-22,4,True,10.0,Specialized,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,3,1,1,3,0,2,False,True,2,0,False,2,0,False,False,False,False,False,True,True,True,False,False,False,False,3,9,0,1,35.13636364,0.181818187,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
F,WHITE,28-32,10,False,7.0,High,High School Diploma,1,Drug,Less than 1 year,5,3,0,1,3,2,False,False,1,1,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,2,6,0,0,73.71428571,0.0,0.0,0.0,0.071428575,0.602713178,0.353924419,False,True,False,False,True,0,0,0
M,WHITE,28-32,14,False,6.0,High,High School Diploma,2,Drug,Less than 1 year,3,1,0,0,1,2,False,False,1,1,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0,10 or more,0,0,61.6,0.0,0.0,0.0,0.0,0.431818182,1.0,False,False,False,False,False,0,0,0
M,BLACK,18-22,2,True,9.0,Specialized,High School Diploma,3 or more,Other,Greater than 2 to 3 years,2,0,2,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,6,1,1,83.9,0.0,0.0,0.0,0.0,1.0,0.87067938,False,False,False,False,False,0,0,0
M,WHITE,18-22,24,False,8.0,High,High School Diploma,0,Property,1-2 years,2,2,0,4,0,0,False,False,1,2,False,3 or more,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,2,71.18181818,0.0,0.0,0.0,0.0,1.0,0.932950192,False,False,False,False,False,0,0,0
M,BLACK,28-32,2,False,10.0,Standard,At least some college,0,Property,Greater than 2 to 3 years,10 or more,1,0,5 or more,0,3,False,False,0,1,False,3 or more,0,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
F,BLACK,23-27,20,False,6.0,High,High School Diploma,0,Property,Greater than 2 to 3 years,1,2,1,1,0,0,False,False,1,2,True,2,0,False,False,False,False,False,True,True,True,True,False,False,False,0,0,1,0,98.5,0.0,0.0,0.0,0.0,0.982233503,1.854060914,False,True,False,True,False,0,0,0
M,BLACK,23-27,7,False,7.0,High,High School Diploma,3 or more,Property,Greater than 2 to 3 years,4,2,1,3,0,2,False,False,0,1,False,0,0,False,False,False,False,False,False,True,True,False,True,False,False,4 or more,10 or more,3 or more,2,22.70588235,0.176470593,0.0,0.0,0.0,0.455958549,1.419365285,False,True,True,False,False,0,0,0
F,BLACK,23-27,15,False,5.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,True,False,False,True,False,1,0,0,2,41.89655172,0.0,0.0,0.0,0.0,0.558847737,0.300617284,False,False,False,False,False,0,0,0
M,WHITE,33-37,1,False,6.0,Specialized,High School Diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,1,2,0,0,0,0,False,False,1,1,False,0,0,False,False,False,False,False,True,False,True,True,False,False,False,0,10 or more,0,0,44.625,0.0,0.0,0.0,0.0,1.0,1.023109244,True,False,False,False,False,0,0,0
M,BLACK,18-22,8,False,8.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,1,0,0,0,1,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,False,True,False,False,0,2,2,0,200.0,0.25,0.0,0.0,0.0,0.42375,0.913125,False,False,False,False,False,0,0,0
M,WHITE,28-32,13,False,7.0,High,At least some college,3 or more,Property,Less than 1 year,5,0,0,4,0,2,False,False,2,0,False,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,127.8333333,0.0,0.0,0.0,0.0,0.872229465,0.476205997,False,False,False,False,False,0,0,0
M,WHITE,48 or older,14,False,2.0,Specialized,High School Diploma,1,Violent/Sex,Greater than 2 to 3 years,1,4,0,1,0,0,False,False,1,2,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,10 or more,0,0,124.6842105,0.0,0.0,0.0,0.0,0.67539046,0.462536935,False,False,False,False,False,0,0,0
M,BLACK,43-47,10,False,3.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,4,1,1,1,0,0,False,False,1,1,True,0,0,False,False,False,False,False,True,True,False,True,False,False,False,0,0,0,1,144.6,0.0,0.0,0.0,0.0,0.937759336,0.505186722,False,False,False,False,False,0,0,0
M,BLACK,23-27,10,False,5.0,Standard,At least some college,0,Violent/Non-Sex,Greater than 2 to 3 years,3,1,0,0,4,0,False,False,0,1,False,0,1,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,0,157.0,0.166666672,0.0,0.0,0.0,0.312101911,0.387738854,False,True,True,False,False,0,0,1
M,BLACK,28-32,14,False,5.0,Standard,High School Diploma,1,Other,More than 3 years,2,5,0,0,4,1,False,True,0,1,False,0,1,False,False,True,False,False,False,False,True,True,False,False,False,0,0,0,2,110.9,0.0,0.0,0.0,0.0,0.322813345,0.329350766,False,True,False,True,False,0,0,0
M,BLACK,18-22,4,False,6.0,High,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,False,False,False,False,0,10 or more,2,1,12.17948718,0.102564104,0.0,0.0,0.0,0.124210526,0.768947368,False,True,False,True,False,0,0,0
M,BLACK,23-27,1,True,10.0,Specialized,High School Diploma,3 or more,Drug,1-2 years,6,0,1,3,0,2,False,False,2,0,False,1,0,False,False,False,False,False,False,True,False,False,False,False,True,4 or more,5,0,2,93.15384615,0.15384616,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,23-27,4,False,7.0,High,Less than HS diploma,0,Drug,Less than 1 year,6,6 or more,0,1,1,5 or more,False,True,1,1,False,1,1,False,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
F,BLACK,43-47,11,False,4.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,5,6 or more,3 or more,3,0,2,True,False,1,3,True,1,0,False,True,False,False,False,False,True,True,False,False,False,False,0,0,0,0,134.0,0.0,0.0,0.0,0.0,1.0,2.725746269,False,True,False,True,False,0,0,0
M,WHITE,23-27,16,False,9.0,Specialized,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,7,0,1,2,1,2,False,True,3 or more,0,False,1,1,True,False,False,False,False,True,True,True,True,True,False,False,3,10 or more,1,3 or more,36.55102041,0.020408163,0.0,0.0,0.0,0.893355667,2.039363484,False,False,False,False,False,0,0,0
M,WHITE,18-22,12,False,7.0,High,High School Diploma,0,Property,Less than 1 year,2,0,0,1,0,1,False,False,1,0,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,2,207.0,0.0,0.0,0.0,0.0,0.361513688,0.588164251,False,True,False,True,False,0,0,0
F,WHITE,33-37,24,False,6.0,High,Less than HS diploma,2,Drug,1-2 years,4,2,0,0,3,2,False,False,0,2,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,1,14.38235294,0.0,0.0,0.0,0.0,0.175869121,0.746932515,False,True,False,True,False,0,0,0
M,BLACK,23-27,1,False,5.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,1,0,0,0,0,False,True,0,1,False,0,0,False,False,False,False,False,True,False,True,True,True,False,True,0,10 or more,0,1,57.125,0.25,0.125,0.0,0.0,1.0,2.397702407,False,False,False,False,False,0,0,0
M,WHITE,28-32,25,False,10.0,Specialized,High School Diploma,0,Property,More than 3 years,7,6 or more,0,5 or more,0,3,False,False,0,4 or more,False,3 or more,0,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,1,98.85714286,0.0,0.0,0.0,0.0,1.0,0.26390896,False,False,False,False,False,0,0,0
M,WHITE,28-32,1,False,7.0,High,At least some college,1,Other,More than 3 years,2,0,0,0,1,0,False,False,0,2,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,0,1,73.375,0.0,0.0,0.0,0.0,0.604770017,0.622231687,True,True,False,True,False,0,0,0
M,BLACK,18-22,5,False,7.0,High,Less than HS diploma,0,Property,1-2 years,7,3,1,5 or more,0,1,False,True,2,3,False,3 or more,0,True,False,False,False,False,False,True,True,False,False,False,False,4 or more,2,2,0,68.5,0.5,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,23-27,14,True,10.0,Specialized,High School Diploma,0,Drug,1-2 years,4,2,0,0,3,4,False,False,2,0,False,0,2 or more,False,False,False,False,False,True,True,False,False,True,False,False,1,10 or more,3 or more,2,83.78571429,0.357142866,0.0,0.0,0.0,0.950554135,0.311381074,False,False,False,False,False,0,0,1
M,WHITE,33-37,16,False,6.0,Standard,High School Diploma,0,Property,1-2 years,7,1,0,1,2,5 or more,False,False,2,2,False,1,1,True,False,False,False,False,True,True,False,False,False,False,False,0,5,0,0,26.13333333,0.0,0.0,0.0,0.0,1.0,2.795280612,False,False,False,False,False,0,0,0
M,WHITE,33-37,14,False,5.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,1,5 or more,2,5 or more,True,False,2,4 or more,True,3 or more,2 or more,False,True,False,False,False,True,False,False,False,False,False,False,4 or more,0,0,0,12.33333333,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,0,0,0
